AW_CODE,Grants,Value,DURATION
"802,198",One,"See additional information. Will notexceed  $125,000.",Between 3 months and 1 Year. The fellowship may be held in New Zealand or overseas.
"802,211",Varies,see 'Additional Information',"The total term of any Scholarship will not exceed three years of full-time or six years of part-time enrolment. Termination of, or withdrawal from, a doctoral programme for which a Scholarship has been awarded, shall constitute termination of the Scholarship awarded for that doctoral programme."
"802,213",,,1 year.
"802,214",Two each year.,"Up to $7,500 each. for course fees",For three years of study.
"802,218",,,"12 months for Masters
36 months for PhD"
"802,219",One,"$13,000 stipend per annum; domestic tuition fee waiver",One Year
"802,220",,,One off payment
"802,222",Up to 3 (depending on availability funds),"Up to $5,000",1 year
"802,224",,,1 year.
"802,228",Varies - the scholarship will be offered subject to available funds.,"$13,000 stipend per annum; domestic tuition fee waiver",One Year
"802,230",Varies - the scholarship will be offered subject to available funds,refer 'Additional Information',"12 months (masters)
36 months (PhD)"
"802,233",One,refer 'Additional Information',3 years.
"802,237",5 (postgraduate) 10 (Undergraduate) 5 (Career Enrichment),"Postgraduate $2,500 Undergraduate $1,500 Career Enrichment $2,000",1 year
"802,238",Two,$3000 per annum.,Up to three years.
"802,250",Three awarded for Research and Varies for General Scholarship,"$5000 each - Posgraduate / $15,000 split between recipients awarded a General Scholarship",One year
"802,251",One each year.,$2000 plus a year's free membership of the Society,One year normally.
"802,254",,,"•	The tenure of this scholarship is for one year.  
•	Current recipients may apply for renewal for up to a total of three years but must submit a new application by the closing date each year.  Attachments and the reference statement are not required for renewal."
"802,255",Several,"'see additional information' Total Disbursements $85,000",One Year
"802,256",,,1 year
"802,264",Two,Payment of Boarding fees.,4 years starting at year 9.
"802,268",Variable.,See additional information.,As appropriate.
"802,269",Varies,"$3,000 Max. larger amounts may be awarded in the main grant round in August.",As appropriate.
"802,270",One per year.,"The stipend value is $25,000 per year plus University fees for an approved course.",Three years - subject to satisfactory progress.
"802,271",Five,Contact the Community Trust for information,"An athlete or administrator is eligible for one scholarship within a 12-month period (with the exception of those selected to attend Commonwealth Games and Olympic/Paralympics)

As of 1 April 2013 a life time maximum of five Sport Scholarships will be awarded per athlete or official (including Youth Commonwealth Games, Youth Olympics, Commonwealth Games and Olympic/Paralympics funding)."
"802,277",,,One year.
"802,278",Up to 2,"Up to $5,000",1 year.
"802,281",The award may be made to one studentor divided in any way determined by the Committee.,,One Year
"802,284",Up to two,"$4,500 per annum.",One year.
"802,285",,,"The Scholarship shall normally be tenable for one year only, but in exceptional circumstances the Selection Committee may determine that the Scholarship shall be tenable for up to two years, or permit a Scholarship holder to reapply for a further award in the following year."
"802,296",,,1 Year
"802,300",,"$4,000.",At least 10 weeks.
"802,301",,"Up to $10,000. See Additional information.",One year (Full time) Two years (Part time)
"802,302",Varies,see 'Additional information',3 years
"802,307",One each year.,"At least $2,000.",The Scholarship shall be tenable for one year of study.
"802,308",,,Up to 3 years.
"802,309",,,1 Year
"802,310",One.,"$1,750",One year.
"802,312",One every two years.,"$3,000.",One Year
"802,313",One each year.,$7000,One month.
"802,316",Each grant is treated on its merit and the needs of the individual as spelt out by the music teacher.,,
"802,318",,,Each scholarship shall be tenable for one year.
"802,320",,,"The tenure of the Scholarship will normally be for three years of full time study. For study in a Faculty requiring a four year doctoral programme, the Scholarship will be extended by one year to a total of four years. The Scholarship will not be extended beyond four years."
"802,323",,,One year.
"802,324",,,"Awarded for a period of one year and may be renewable for up to three years.

Recipients wishing to renew their scholarship must apply by letter by the scholarship closing date in the year following that in which it was awarded. A progress report from supervisor and copy of transcript must accompany the letter."
"802,325",,,1 Year
"802,349",Varies,Course fees and general expenses.,One year
"802,350",15,"$5,000",One Year
"802,352",,"Limit $16,900 per individual in any 12 month period and is inclusive of any other Work/Income grants",12 months
"802,356",varies," up to $4,000",One Year
"802,361",,,Up to three years
"802,366",Up to ten,"$5,000",One Year
"802,370",,,"Awarded for one year, but may be renewed for up to three years."
"802,372",1,"Up to $5,000 per annum.",1 year
"802,376",Up to 2 each year.,"$3,500 per annum.",Up to 3 years.
"802,377",,,1 year.
"802,379",,A 25% reduction in the school fees each year.,"Awarded for all the years that the boy attends Huntley School, subject to a performance review each year."
"802,381",One,See ' Additional Information',Not applicable
"802,382",Varies.,"Up to $1,500 each.",One year.
"802,387",,,
"802,389",,,Up to 3 years.
"802,390",One each year.,"Up to $5,000 per annum.",One year.
"802,396",One each year.,"$4,000.",Three years.
"802,397",,,Up to 2 years.
"802,398",,,Three months.
"802,401",,,Not applicable
"802,405",,,Tenable for one year or two years as the Selection Committee determines.
"802,406",,,One year.
"802,408",Up to 6,"Up to $5,000 towards fees",Up to 3 years.
"802,411",One. Refer to tenure.,All course related fees.,"The award shall be tenable for the minimum time required to complete the programme of study, but shall not exceed 4 years."
"802,413",Five  (2) Marlborough (3) Nelson,$500 each.,One Year
"802,415",One each year.,"$1,000 per year.",Up to four years.
"802,419",Varies,"$5,000.",At least 10 weeks.
"802,422",Varies,"Up to $500,000 is available over four years.",Provides four year salary support.
"802,425",Two,"$4,000 per year",For a period of three / four consecutive years.
"802,439",One,"$5,000",Not applicable
"802,440",,"$1,000",Not Applicable.
"802,442",see 'additional information',see 'additional information',The tenure of this scholarship is for one semester or may be allocated across two semesters upon approval from the Business School Associate Dean International.
"802,447",,,One year.
"802,448",,The value of each scholarship is full tuition and learner services levy fees for up to a year of fulltime study,One Year
"802,450",,,One year.
"802,453",The number of new scholarships to beawarded is determined annually.,see 'Additional information',"The tenure of the scholarship for recipients enrolled in the Bachelor of Business (Honours), the Master of Laws and the Master of Philosophy is for up to one year of full-time study. 
The tenure of the scholarship for recipients enrolled in the Master of Business is for up to 18 months of full-time study. 
Students completing a Bachelor of Business (Honours) under the scholarship may have the scholarship renewed for subsequent enrolment in the Master of Business or the  Master of Philosophy, provided they have achieved a first class honours or equivalent.  In exceptional circumstances, a recipient may apply to the Scholarships Office for a deferment of his or her scholarship."
"802,454",,,"Up to three years of full-time study in the Bachelor of Business or four years of full-time study in the Bachelor of Laws, renewed annually.

* Annual renewal of the scholarship is based on the student achieving a minimum C+ grade average at the end of each year of study.

In exceptional circumstances, a recipient may apply to the Scholarships Office for a deferment of his or her scholarship."
"802,455",,,"* The tenure of this scholarship is for up to three years of full-time study in the Bachelor of Business or four years of full-time study in the Bachelor of Laws, renewed annually.
* Annual renewal of the scholarship is based on the student achieving a minimum C+ grade average at the end of each year of study.
* In exceptional circumstances, a recipient may apply to the Scholarships Office for a deferment of his or her scholarship."
"802,457",,,One year.
"802,458",Three,"$2,500 each",One year.
"802,459",,,One year.
"802,461",,The scholarship covers the full tuition and learner services levy fee forthe thesis only.,"The tenure of this scholarship is for one year of full-time study or part-time equivalent.
 Scholarships may be considered for renewal in exceptional circumstances for a maximum of two years, providing evidence of satisfactory progress is shown."
"802,462",,The scholarship covers the full tuition and learner services levy fee or part-time equivalent.,"One year. 
Scholarships may be considered for renewal in subsequent years up to a maximum of three years per recipient."
"802,465",,The value of each scholarship is full tuition and Compulsory Student Services fee.,One year
"802,467",,,"The tenure of this scholarship is for one year (12 months). The scholarship may be renewed for up to three years, or up to the end of the third year of enrolment, subject to satisfactory progress.  Students in their fourth or subsequent years(s) will not be eligible for renewal of this scholarship
Renewal will be dependent on:  
	Academic excellence in the previous year (i.e. the supervisor's statement of satisfactory progress) 
	Timely submission of six-monthly progress reports 
	Adherence to the proposed thesis timeline"
"802,471",,,One calendar year
"802,472",,,Paid for the year following application.
"802,473",Number of new scholarships determined annually.,refer 'Additional Information',"The tenure of the scholarship is for one to two years, depending on year of the degree in which the applicant is enrolled. Applicants must successfully complete their first year of study to be eligible to apply."
"802,474",,,One year only
"802,475",,,One year only.
"802,487",,,1 Year
"802,488",One,"$3,000",One year.
"802,502",See 'additional information',See 'additional information',1 year
"802,509",One,Award consists of a trophy and a certificate. Merit prizes may also be awarded.,Refer to Funder
"802,511",Varies,up to $500.,Refer to Funder
"802,513",,"One award of $2,000 and two runner up $500 awards. A trophy and certificates will also be awarded.",
"802,515",,A trophy and certificate(s) presented to a team or individual engineer.,
"802,516",,A trophy and certificate(s).,
"802,523",Varies,"Up to $2,000 plus one year's complimentary Friend membership of WIFT NZ",One Year
"802,524",Two each year.,"$1,250 each to assist with studies.",
"802,525",One,"One award normally up to $10,000 paid in two instalments",One Year
"802,527",Varies,"$5,000",One year.
"802,528",,,One Year
"802,529",Varies,"$10,000",First year of study only.
"802,531",Varies,"$5,000 received in the form of reduced Residential College fees and/or tuition fees for the 1st year of study",One Year
"802,533",,,"The scholarship may be held for one year only. The selection panel may, in exceptional circumstances, consider an extension of the award to more than one year provided that the scholar makes a further application and continues to make satisfactory progress in all respects. If part-time, this can be paid on a pro-rata basis to a maximum value of $3,000, subject to approval."
"802,534",Varies,see 'Additional Information',3 Years
"802,535",Two each year.,"up to $5,000",One Year
"802,536",Varies,Determined by the Trustees,One Year
"802,539",Varies,Up to 30% of the tuition fee,"Three years - Year 7, 8* and 9
Year 10*, 11*, 12*, 13* (varies)

* for external students only"
"802,540",Varies,Up to 50% of the tuition fee.,"Year 9 - three years
Year 12 - two years"
"802,545",Up to 85.,"Each study award has a maximum possible value of $33,244 (inc GST)",One Year
"802,555",Several. Varies each year.,"Value determined by the NZFGW Charitable Trust Board, between $5,000 - $20,000.",One Year
"802,562",,,Up to 3 years.
"802,564",,,Final year of an Honours degree.
"802,567",,,1 Year
"802,568",,,1 Year
"802,570",,,one year
"802,571",Varies,"$2,500",One Year
"802,573",Three,"$2,000 each.",One year.
"802,574",Varies,"$1,500",One year.
"802,575","Determined by the AGM of the WaikatoBranch, NZFGW","$1,000.",One Year
"802,576",Varies,"$1,000.",1 Year
"802,577",Varies,"$1,000",1 Year
"802,580",Determined by the AGM of the WaikatoBranch of the NZFGW,"$2,000",One year or longer
"802,586",One each year.,"$1,000.",One year.
"802,588",One each year.,$500.,One year.
"802,593","Four scholarships of $2,000",see 'Additional Information',One year.
"802,598",One each year.,"Maximum of $5,000 per year towards the cost of their tuition fees",Period of three years.
"802,604",Two,"$2,500 each.",Up to one year.
"802,611",Not specified.,Dependent on the number of applicants,1 Year
"802,612",Refer to funder,Dependent on Applications received.,1 year
"802,613",No details,Dependent on applications received,1 Year
"802,614",,,
"802,615",Information not available,Dependent on number of applicants.,1 Year
"802,617",Information not available,Dependent on the number of applicants,1 year
"802,620",Refer to Funder,Dependent on applications received,1 year
"802,621",Refer to Funder,Dependent on applications received,1 year
"802,622",Refer to Funder,Dependent on applications received,1 year
"802,623",Refer to funder,Dependent on applications received,1 Year
"802,625",Refer to funder,Dependent on applications received,1 Year
"802,626",Refer to funder,Dependent of applications received,1 Year
"802,627",Refer to funder,dependent on applications received,1 Year
"802,630",Refer to Funder,Dependent on applications received,1 year
"802,631",Refer to Funder,Dependent on applications received,1 Year
"802,632",Refer to Funder,No Maximum Limit. Funding is considered as part of the process of considering projects.,Refer to Funder
"802,633",,,Refer to Funder
"802,636",,,"The tenure of the scholarship is intended to be limited to semester one and two of each academic year. (If a scholar elects to undertake a summer school subjects, the student shall pay the tuition fees for those subjects, unless extraordinary circumstances exist and the student has obtained the agreement of Lincoln University to pay those fees as part of the scholarship)."
"802,638",Varies,$1000 for first year $2000 in the following years until the completion oflaw degree. See additional below:,Until you complete your law degree.
"802,648",Refer to application organisation,Varies,Varies
"802,649",,,One Year
"802,651",One,"$15,000 per year",Up to two years
"802,656",,,Refer to Funder
"802,657",1,"$1,000",1 Year
"802,658",1,"$1,000",1 Year
"802,669",Varies,"To a maximum of $5,000",One Year
"802,671",One,"$5,000",One Year
"802,674",Up to four,$4000 per annum,Up to 3 years.
"802,676",Awarded at the discretion of the Trustees,Determined by Trustees,One Year
"802,681",2,see 'Additional Information',One Year
"802,685",2 for multiyear programme 3 for one year programme,To cover tuition fees,One Year
"802,687",Varies,See 'Additional Information',3 Years
"802,689",One,,"The Scholarship will be for a period of 5-7 weeks. Recipients will not be eligible for a second
Scholarship."
"802,690",One,See 'Additional Information',One Year
"802,692",,"EUR 2,450 per month",6- 18 months whihc may be divided up into a maximum of three visits lasting a minimum of three months each. No more than 36 months may elapse between the beginning of the first stay and the end of the last stay.
"802,693",Up to 25 annually,"EUR 45,000 each",Up to 1 year.
"802,694",Up to 3 per year,"EUR 45,000 each","Sx to twelve months, which may be divided into segments."
"802,705",Up to 4 new scholarships each year,"Pays the full, formal annual tuitionfees (to a maximum of $5,000 per year)",Up to four years
"802,708",One new Scholarship annually for each institution participating,"Up to a maximum of $5,000.00",One year
"802,709",(8) Undergraduate (1) Postgraduate,Refer to 'Additional Information',Varies
"802,710",Varies,"Tuition fees plus a $6,000 emolument.",Valid only for thesis year of the Masters degree.
"802,712",Board may award up to two,"Total value of each scholarship willbe up to $6,000",per year of continuous study (maximum period of 3 years).
"802,713",Two.     * Note: The distribution offunds may differ from that stipulated based on the applications received.,,
"802,725",,50% of tuition fees,"Three Years - Year 7 entry
Five Years - Year 9 entry"
"802,726",Varies,50% of tuition fees,Three years.
"802,727",Varies,50% of tuition fees,over a period of Two years
"802,731",,,1 Year
"802,732",,,One Year
"802,733",,,One Year
"802,734",Varies,Varies,One Year
"802,735",Twelve,"US$7,000 each",One Year
"802,737",,,Three Years
"802,739",Varies,Funds salary and up to $3000 of return travel costs.,"Two years

Postdoctoral Fellowship awards will be administered through the host institution.  The general conditions of appointment are those of that institution. Postdoctoral Fellowships are tenable within New Zealand and overseas universities, hospitals or research institutions approved by the Trust. The institution, department and supervisor must be approved by the Trust and would not usually be the department or institution in which the research leading to the award of the doctorate was performed. Postdoctoral Fellows may not receive additional remuneration without the permission of the Trust."
"802,740",Varies,Salary and up to $3000 of return travel costs. 'see additional info',Up to 3 years.
"802,744",,Secondary - up to $1000 p.a.(or up to $8000 p.a. if boarding)Tertiary - up to $3000 p.a,"Awards are tenable during the year's that a student is studying at Secondary School or at a Tertiary education institution

Applicants who wish to apply to be considered for an award for another year should refer to the notes which accompany the application form on how to apply."
"802,745",,,One Year
"802,746",Twelve per year,"Up to C$3,500",4-6 Weeks
"802,747",Varies,"CDN$2,500 per month plus the cost ofa return airline ticket for a maximum of CDN$10,000",The length of the stay will be of a minimum of one month and maximum of three months.
"802,750",,,1 Year
"802,756",,,"Four to six months and include participation in an international group tour through either Asia, Europe, North and South America for approximately six weeks as well as attendance the annual Contemporary Scholars Conference, usually in March, where you will spend a week with other Nuffield scholars from around the world."
"802,758",Varies,Tertiarty Fees,Four Years
"802,759",One,"Up to $10,000",'see additional information'
"802,761",Three,"up to $5,000",One year or semester programme.
"802,771",,"$8,500 per annum A lesser or greateramount may apply depending upon the available income.",1 year
"802,774",Two,"$2,000",1 year
"802,780",Varies,"Up to $17,500 a year.",Up to three years of study.
"802,781",,,One year.
"802,782",,,The amount and tenure of the award will be according to the nature of the programme undertaken.
"802,784","In any one year when entries of sufficient funds are available, more thanone award may be made.",,One Year
"802,790",One,"$5,000",One Year.
"802,791",,,One Year.
"802,797",,,Not Applicable
"802,800",One,"Up to $1,500, plus approved researchexpenses of up to $500",One Year.
"802,801",One.,"$21,000 per annum. Plus domestic tuition fees.",One Year.
"802,802",Ten,"US $23,000 per year (Masters)",Up to Two years offered for Masters.
"802,805",One.,See 'Additional Information'.,One Year.
"802,811",,,One Year
"802,814",Two,"$3,000",Up to Three years
"802,815",Varies,"$20,000 awarded in four instalments",Two years
"802,819",Varies,See 'Additional Information',One Year
"802,837",One,up to $500,One year
"802,840",Numerous,$250 - 1st year of study $500 - 2nd and subsequent year(s) of study,One Year
"802,842",Up to Twelve,Year 10 and Year 11 $1000 each Year 12 and Year 13 $1500 each,One Year.
"802,844",Varies,"Up to 5,000 per annum. See 'Additional Info'",Up to 5 years.
"802,849",,,"Awards are tenable for the first and subsequent years of tertiary study.
However students must lodge a full application for each year they wish to be considered for a scholarship."
"802,852",,,Two years or more.
"802,853",,,1 Year
"802,855",,,One Year
"802,858",Varies,"Upper Limit - $100,000.00",Varies.
"802,864",Varies,At the discretion of the Trustees,One Year
"802,866",One,Depends on the particular circumstances of the applicant and the details of the case presented.,One Year
"802,867",One,Determined each year from the interest earned on the capital fund and paid towards tuition fees.,One Year
"802,870",Two,"$4,000",One Year or Semester programme
"802,871",One,"$2,500",One Year
"802,874",Four,"Up to $8,000.00",One Year
"802,878",,,"This scholarship is awarded for up to three years of full-time study. Annual renewal is subject to the student annually meeting the conditions of renewal, for a maximum of three years. To retain the scholarship the student must pass all papers and maintain a minimum B grade average."
"802,879",Varies,see 'Additional Information',Reviewed at the end of each academic year.
"802,880",Varies,see 'Additional Information',Fives years but reviewed each year by the Headmaster subject to satisfactory performance.
"802,881",Varies,See 'Additional Information',1 to 3 years.
"802,882",Varies,Refer to Funder,1 to 3 years
"802,884",Varies,Assist with cost of tuition fees.,One Year
"802,886",Varies,"up to $2,500",One Year
"802,888",Varies,$3000,One Year
"802,893",Varies,At the descretion of the Trustees,One Year
"802,894",Varies,$500,One Year
"802,895",One,"Up to $1,000 depending on the available income.",One Year
"802,896",,,One Year
"802,897",Up to Ten,"Generally between $1,000 and $3,000",One Year
"802,898",Varies,refer to 'Additional Information',"May be renewed for a further two years if the applicant's studies are successful, as assessed by the committee. i.e. up to a total of $12,000 over three years."
"802,899",Up to 30,"$1,000 per year for the tenure of the scholarship.",The time agreed to complete the degree/s approved.
"802,900",varies,"$2,500 per annum",Three Years
"802,903",,,One Year
"802,905",One,"$2,000",One Year
"802,906",40,"$5,000",One Year
"802,909",Four in total Two Boys Two Girls,see 'Additional Information',One Year
"802,911",One,"$5,000 per annum",One or Two Years
"802,912",One,"$5,000 per annum",One or Two years (as determined by the Trustees)
"802,913",varies,"Up to $3,000",One Year
"802,916",Varies,see 'Additional Information',Term 3
"802,917",Varies,Award is to help cover direct costs of travel.,One Year
"802,918",One,"Up to $38,000 per annum.",Over a three year period.
"802,919","Varies, but a small number because of limited funding.","Will not exceed $1,000 per application",One year
"802,921",Varies,"An appropriate diploma, and a sum ofmoney.",Not Applicable
"802,922",One,"Approx $7,000",One Year
"802,923",Varies,"$1,000",One Year
"802,924",One,Determined by the Trustees of Paul Szentirmay's Estate,Refer to Funder
"802,925",Varies,A grant and a citation.,One Year
"802,926",,"Stipend of up to $25,000 per annum;Research expenses up to $5,000p.a;Fullfees.",Will not exceed three (3) years.
"802,927",Two per year,Funding varies according to the level of education.,This is a 6 year scholarship beginning in Year 11 and finishing at the 3rd year of University.
"802,928",,,"The tenure of the award shall be for one year only.
Applications in consecutive years are to be made as per requirements set out.

• for year one: supply a completed application form, verification of enrolment at tertiary institution and detailed research proposal, signed and dated by the Doctoral supervisor (including the official stamp of the institution)
• for year two: a signed and dated progress report from the supervisor; and
• for year three: a signed and dated progress report from the supervisor."
"802,929",Up to 30,"Stipend of $25,000 per annum, plus up to $6,000 per annum for fees",Up to Three years
"802,931",,,Up to 4 years
"802,932",,,One Year only
"802,933",,,Maximum of four years.
"802,934",,,One Year
"802,935",,,One Year
"802,936",,,One Year
"802,937",,,One Year
"802,939",8,Full fees paid for a maximum of Two years. see 'additional info',Two Years
"802,941",Varies,Assist with Music Tuition Fees.,One Year
"802,942",Two,"$3,500 each",One Year
"802,943",One,"$1,250",One Year
"802,944",One,"$2,500","Up to two years. In addition, during the summer vacation period after the second year of study, the scholarship holders has the opportunity of Industrial Work Placement at one of Heinz Wattie's food processing plants with the potential to earn up to $5,000"
"802,945",Varies,Between $500 - $2000 Exact amounts to be determined in each case by the Trustees.,One Year
"802,946",One,"AUD25,000.00 - Four annual payments of AUD6,250.00",Up to Four years
"802,948",Up to 65,"$1,000",One Year
"802,949",One,"Variable up to $3,000","Yearly, applicants may re-apply for the ds; Trade Certificates (1 year per certificate), Bachelors (3-5 years maximum depending on type of degree), Masters (2 years maximum), Diploma (3 years maxi mum), Doctorate of Philosophy (4 years maximum) or specialist area of study (1-3 years dependent on area of study)."
"802,950",One,"$5,000",One Year
"802,951",One,see 'Additional Information',One Year
"802,952",Two to Three,See 'Additional Information',Maximum of three years
"802,953",Four,"Stipend of NZ$75,000. In addition a GST-inclusive fund is paid each of NZ$10,000 to support research costs.",Two Years
"802,954",,,One Year
"802,955",,,One Year
"802,956","At the discretion of the Trustees, either as one grant or divided into several.",,One Year
"802,957",,,One Year
"802,958",,,1 year
"802,959",,,1 year
"802,960",One,see 'Additional Information',One Year
"802,963",One,"$2,500",One Year
"802,964",One,"$5,000",up to Three years
"802,967",,,"The tenure of this scholarship is for up to three years of full-time study in the Bachelor of Business or four years of full-time study in the Bachelor of Laws, renewed annually.
Annual renewal of the scholarship is based on the student achieving at least a B+ grade average at the end of each year.
In exceptional circumstances, a recipient may apply to the Scholarships Office for a deferment of his or her scholarship."
"802,968",Several depending on the quality of the applications.,"Up to $10,000",One year
"802,972",,,"•	The tenure of this scholarship is for one year. 
•	Current recipients may apply for renewal for up to a total of three years but must submit a new application by the closing date each year.  Attachments and the reference statement are not required for renewal."
"802,973",,,"•	The tenure of this scholarship is for one year.  
•	Current recipients may apply for renewal for up to a total of three years but must submit a new application by the closing date each year.  Attachments and the reference statement are not required for renewal."
"802,976",,,Any scholarship will be tenable for one year only. Commencement may be delayed to coincide with an overseas University academic year. Tenure will be for a year in which thesis or dissertation work is the major academic activity.
"802,984",,,Tenure will be depend on which certificate option the student enrols in.
"802,990",Varies,At the discretion of the Trustees,Varies
"802,992",Two,Each scholarship will cover the firstyear full-time programme fees in theWITT Bachelor of Nursing.,One Year
"802,993",Two,$600 each,One Year
"802,994",,,Awarded initially for a period of one year and may be extended to a maximum of two years at the discretion of the Trustees if the scholarship holder achieves satisfactory academic results in their first year of study.
"802,995",,,One Year
"802,996",,,One Year
"802,998",Various - see additional information,Various - see additional information,All are tenable for Five Years.
"802,999",One,50% of tuition fees or see 'additional information',One Year
"803,000",Varies,At the discretion of the Headmaster,One Year
"803,001",Varies - See Additional Information,See 'Additional Information',One Year
"803,002",Year 11 - Two scholarships Year 8 - One Scholarship,Year 11 - 50% tuition fees Year 8 - 25% or 50% tuition fees Year 9 - 13,Per Annum
"803,006",Varies,see 'Additional Information',
"803,007",Varies,At the discretion of the Principal,Short-term
"803,011",One,"$5,000 per annum",Tenable up to five (5) years.
"803,014",,,One Year (Previous applicants are not eligible to apply in subsequent years).
"803,015",,,One Year
"803,016",One,Determined by the Vice-Chancellor,One Year
"803,017",One,"$1,500.",Two years (years 3 & 4)
"803,018",One,"$3,000",The period of tenure is one year. Previous holders of the award may apply for the award in a subsequent year
"803,019",One,$1000,One Year
"803,020",One,$1500,One Year
"803,022",One,"$5,000 In addition offer of paid holiday work at Ravensdown",up to four years.
"803,024",Up to five annually,"$2,000 annually for three years",This is a three year scholarship subject to meeting the conditions outlined below.
"803,025",Approx. 15 each year,"Up to $4,000 dependent on the type of study and duration of study.",Up to 3 years
"803,026",Two,"PhD Valued at $21,000 pa Masters Valued at $10,000 pa",One Year
"803,027",Two,"$3,000 each",One Year
"803,028",Determined by the Vice-Chancellor.,Determined by the Vice-Chancellor.,Each scholarship shall be tenable for the minimum number of subjects required to complete the recipient's course of study and shall comprise:
"803,033",Determined by the Vice Chancellor,"$6,000","One Year, Previous recipients are eligible to reapply in subsequent years."
"803,034",One,"$10,000","The term of the scholarship shall be for the minimum time to complete the degree provided the scholar maintains agreed levels of achievement.  For a PhD the minimum time to complete is deemed to be three years, and for a Masters degree (thesis) the minimum time to complete is deemed to be one year.

Where an applicant for a scholarship has been registered for their specified degree prior to the commencement of the scholarship, the tenure of the scholarship shall be reduced by the period the applicant has already been registered for that degree."
"803,038",One,"$7,500.00",One Year or Semester programme
"803,040",Determined by the Selection Committee,"Between $2,000 - $8,000",One Year
"803,041",Category A: Two Category B: One,"Category A: $1,000 each Category B: $1,000",One Year
"803,044",Three,"$8,000",One Year
"803,046",Varies,Refer to Funder,February to October
"803,047","winners will be based on the calibreof applications received. Typically,between 15 and 25.","$7,000 towards your university fees over the course of your degree",Up to three years
"803,048",One,"Course fees up to the value of $5,000",One Year
"803,049",One,$7000 per year,Up to three years
"803,050",Maximum of 2 awards allocated per annum,"$3,000 per annum",Two years
"803,053",Varies,"$2,000",One Year
"803,054",,,One Year
"803,055",Two,$500 to assist with payment of programme fees.,One Year
"803,057",Varies,"$5,000","One Year, although application may be made for another scholarship in a subsequent year."
"803,058",One,"$7,000",1 Year
"803,060",Varies,"Up to $3,000",One Year
"803,065",Varies,"Maximum of $5,000",This scholarship award is granted for a period of 12 months.
"803,066",,,Up to three years
"803,070",,,One Year
"803,073",Varies,Determined by the Trustees,One Year
"803,074",Three,Up to 50% Tuition Fee,One Year
"803,075",Five,"$1,000 each",One Year
"803,076",Varies,"$5,000 Amount may vary depends on the course of study.",One Year
"803,077",Varies,At the discretion of the Committee,One Year
"803,080",Two,"Up to $14,500 each",One semester or Year
"803,081",Varies,See 'Selection criteria',varies
"803,082",,,Duration of Specific Course or Conference
"803,083",One,"$25,000",The Scholarship will cover the full tuition fee within the initial 21 months of the programme and does not include the costs associated with re-sitting any failed papers.
"803,084",One,"$25,000",The Scholarship will cover the full tuition fee within the initial 21 months of the programme and does not include the costs associated with re-sitting any failed papers.
"803,085",Varies,See' Additional Information',The Fellowship will be tenable at an approved Sponsoring Institution either in New Zealand or overseas.
"803,086",,,Two Years
"803,089",,,Refer to Website http://ci.ac.nz/scholarships/confucius-institute-scholarship for more information
"803,090",Varies,Tuition Fees,One Year
"803,092",One,"$10,000",One Year
"803,093",One,see 'Additional Information',One Year
"803,094",,,3 Years
"803,097",One,$500,1 year
"803,098",One,$1500.00,1 year
"803,101",50,Course Costs,5 Days
"803,102",Two,"$20,000",over a period of three years
"803,103",Varies,"To a maximum value of $25,000",One Year
"803,105",Varies,Varies,One Year
"803,112",One,Refer to Funder,1 year
"803,113",Varies,At the discretion of the Trustees,One Year
"803,114",,,For a 12 month period (although period is negotiable)
"803,117",Twenty,See 'Additional Information',"The scholarship shall be tenable for two consecutive academic semesters, previous recipients are ineligible to reapply in subsequent years."
"803,118",One,"$3,000",One Year (The winner in any year may reapply in a subsequent year).
"803,127",One,"$2,000",One Year
"803,129",Varies,see 'Additional Information',One Year
"803,132",Two,"$4,000",Three Years
"803,134",Varies,Determined by the Trustees,One Year
"803,136",One,"$5,000",One Year
"803,137",Two,"Up to $30,000",Up to three years
"803,139",Two,"$2,500",One Year
"803,140",One,"$2,500",One Year
"803,141",Varies,"$2,000(GST excl)",1 Year.
"803,142",Two,"$2,000 each",One Year
"803,143",Ten,$4000 each.,two weeks
"803,145",Not Applicable,This depends on the needs of your business and your personal financial stituation,Not Applicable
"803,146",Not Applicable,see 'additional information',One Year
"803,150",Ten,(NB this is NOT a cash scholarship),One Year
"803,151",,,One Year
"803,155",,,One Year
"803,156",,,1 year
"803,157",One,"$10,000",One Year
"803,159",,,1 Year
"803,162",Varies,Determined by the Trustees,One Year
"803,163",Varies,"$2,500 each",One Year
"803,164",at least 50,"Up to $15,000 per year for private secondary school fees and up to $1,500for course related costs.",Until they remain enrolled at a private school.
"803,165",,,Up to 2 years
"803,166",,,
"803,167",One,"$3,500",Up to two years
"803,168",One,"$2,000",Up to two years
"803,171",One,"$15,000",Up to three years
"803,172",,,"You must successfully complete your study within 2 years of the dates you applied for. For example, if you are awarded a scholarship for 2 years, you must successfully complete your study within 4 years. If you do not complete your study within the required time, you may have to repay the scholarship."
"803,173",Up to 30,"$10,000",One Year
"803,174",This award can be given solely to one candidate or split between candidates.,"Up to $3,600 including a one-year subscription-free member to YHA New Zealand",One year
"803,175",,,Varies
"803,176",Varies,Varies,One Year
"803,177",Varies,Varies,One Year
"803,178",Varies,"$3,000",per year of study
"803,179",Varies,"$3,000 an additional $3,000 upon completion of one year service with the Ministry of Education after graduation",per year of study
"803,180",Varies,"$1,000   gst  towards reimbursement of tuition fees",One year
